标题,位置,房屋类型,面积,单价,总价,介绍,网址
吾悦广场旁 精装3房 南北通 价格可谈胜中海九玺 急售,南宁恒大华府 东沟岭,3室2厅,114.51平米,"7,947元/平",91万,南 东北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116981363.html
刚装修3年/89㎡3房房间没有梁/五号线/你要都来了,荣和·山水绿城B2组团 北湖南,3室2厅,88.29平米,"9,062元/平",80万,南精装低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116858456.html
中海九玺四房，精装修，118平125万，诚心出售！,中海九玺 东沟岭,4室2厅,118平米,"10,594元/平",125万,北 南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111903167.html
吾悦广场，中海九玺精装楼中楼，带3个露台。5房2卫,中海九玺 东沟岭,4室2厅,112平米,"12,947元/平",145万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114922025.html
明秀路89㎡精装3房+狮山公园+5号线+什么配套都有了,荣和山水绿城B1组团 北湖南,3室1厅,89平米,"8,427元/平",75万,东南 南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117080577.html
狮山公园旁 公园式小区 5号地鉄口,荣和山水绿城B1组团 北湖南,4室2厅,123.51平米,"8,421元/平",104万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114842355.html
江宇世纪精装修温馨两房，有钥匙方便看,江宇世纪城 北湖南,2室1厅,48平米,"9,375元/平",45万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117251970.html
此房楼层好，采光充足，配套设施齐全，交通便利,荣和山水绿城B1组团 北湖南,3室2厅,79平米,"8,482元/平",67万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114437382.html
狮山公园旁。5号线地铁300米业主诚心出售,荣和·山水绿城A组团 北湖南,3室2厅,88平米,"8,750元/平",77万,东 南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115373064.html
通透格局，楼层好，采光充足，配套设施齐全，交通便利,荣和·山水绿城B2组团 北湖南,3室2厅,89平米,"8,427元/平",75万,南 北其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117194171.html
兴宁东  招商禧园  精装房  拎包入住,招商禧园 凤岭北,3室2厅,94.16平米,"7,010元/平",66万,东南精装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105116940379.html
东边套，中间楼层，看房方便。业主有车位,中海悦公馆 东沟岭,3室2厅,89平米,"10,450元/平",93万,东南 南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117073769.html
人民公园旁，电梯精装3房，小区环境好，停车方便,香樟林 东沟岭,3室1厅,77.32平米,"9,442元/平",73万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112671842.html
狮山公园旁，地铁口刚需小三房。,盛邦香颂 东沟岭,3室2厅,88平米,"11,819元/平",104万,东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112384001.html
红日山湖三房一卫87平配套齐全3号地铁口,红日山湖 东沟岭,3室1厅,87平米,"8,851元/平",77万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114977697.html
兴宁东 吾悦广场 毛坯房  交通便利,万科第五园 兴宁东,2室1厅,88.9平米,"14,399元/平",128万,北精装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113116220.html
2房装修好的，楼下沃尔玛，有福克斯健身运动场所,时代茗城 东沟岭,2室1厅,65平米,"10,770元/平",70万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113812085.html
狮山公园旁。5号线地铁300米业主诚心出售,荣和山水绿城B1组团 北湖南,3室2厅,89平米,"9,663元/平",86万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116261235.html
精装修 得房率高 中高楼层 视野采光好 拎包入住,天健世纪花园 东沟岭,3室1厅,74.97平米,"15,340元/平",115万,南其他高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105113330786.html
兴宁区长堽路 青秀万达旁 大平层出售,盛天果岭 东沟岭,3室2厅,111.7平米,"13,877元/平",155万,东南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105108058208.html
新城吾悦广场商*综合体楼下肯德基麦当劳星巴克已营业,南宁新城吾悦广场 东沟岭,1室1厅,28平米,"10,715元/平",30万,南毛坯中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105105674008.html
那考河湿地公园 吾悦广场旁 中海华府带露台4房急售。,华府 东沟岭,4室2厅,128平米,"11,329元/平",145万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110088095.html
得知兴宁东吾悦广场旁出现的两房  都不淡定了！,中海悦公馆 东沟岭,2室2厅,72平米,"11,112元/平",80万,西南简装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109834844.html
交通便利 小区门口BRT公交 24小时安保 人车分流,盛天果岭 东沟岭,1室1厅,44平米,"11,591元/平",51万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112725442.html
建材市场旁 澳华步梯两房 物美价廉,永泰苑 东沟岭,2室1厅,103.33平米,"5,323元/平",55万,南 北精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114762993.html
毛坯三房 高楼层视野好 户型方正 有钥匙方便看,时代茗城 东沟岭,3室1厅,99平米,"9,697元/平",96万,北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113623149.html
长岗路 同和华彩美地D 低楼层 拎包入住,同和华彩美地D区 东沟岭,3室2厅,115.4平米,"7,193元/平",83万,南其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113683125.html
嘉和城塞纳右岸•北 4室2厅 东南,嘉和城塞纳右岸•北 兴宁东,4室2厅,174平米,"7,932元/平",138万,东南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105105714718.html
龙基传媒星城 3室2厅 南,龙基传媒星城 东沟岭,3室2厅,105.2平米,"9,316元/平",98万,南毛坯中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105109485634.html
地铁5号线  狮山公园  明秀东菜市,皇龍新城 东沟岭,4室2厅,141.99平米,"6,691元/平",95万,东南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105112414740.html
鑫利华刚需两房，手慢无！！！！!,鑫利华家园 东沟岭,2室1厅,68平米,"7,795元/平",53万,南精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105112151646.html
楼中楼 客厅带阳台 厨房带生活阳台 房龄新,华府 东沟岭,6室3厅,219.39平米,"10,849元/平",238万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109339857.html
兴宁区，青秀万达，地铁3号线300米，精装3房交通便利,富丰长堽1号 东沟岭,3室2厅,79平米,"9,621元/平",76万,东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112878380.html
近地铁大四房，大衣帽间，采光好,盛天公馆 东沟岭,4室2厅,111.94平米,"10,542元/平",118万,南 北其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116389005.html
房子采光好南北对流，视野宽阔，采光充足，配套完善,保利▪山水怡城 东沟岭,3室1厅,89平米,"7,866元/平",70万,东南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112862922.html
海普四季绿城 89平3房 厅出阳台  格局采光好,海普四季绿城 兴宁东,3室2厅,89平米,"8,427元/平",75万,南 北毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114125801.html
青秀区 盛天果岭 总价54万的好房,盛天果岭 东沟岭,1室1厅,38.6平米,"13,083元/平",50.5万,东南其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105112222993.html
自住保养好 诚心出售 满五 红本在手 看房方便 采光好,荣和山水绿城B1组团 北湖南,4室2厅,124平米,"10,484元/平",130万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109517333.html
同和华彩美地D区 3室1厅 南,同和华彩美地D区 东沟岭,3室1厅,89平米,"8,315元/平",74万,南其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113623179.html
彰泰欢乐颂 3室2厅 南,彰泰欢乐颂 兴宁东,3室2厅,90.2平米,"7,083元/平",63.88万,南毛坯低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105115701103.html
龙光阳光河畔 4室2厅 南 北,龙光阳光河畔 东沟岭,4室2厅,118.67平米,"8,174元/平",97万,南 北毛坯高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115906542.html
房龄新 特适合居住的小区，安静绿化环境好，近地铁,大唐印象 兴宁东,3室2厅,84.24平米,"10,091元/平",85万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116501140.html
兴宁区政府旁物业 近青秀万达 出行方便,龙基传媒星城 东沟岭,3室2厅,131平米,"8,779元/平",115万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110140456.html
欢乐颂107平大四房 视野采光都很棒,彰泰欢乐颂 兴宁东,4室2厅,108平米,"8,334元/平",90万,东毛坯高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115862789.html
老城区配套成熟，适合一家三口居住，交通便利,欣隆盛世观邸 东沟岭,3室1厅,110平米,"9,091元/平",100万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112862858.html
楼层好，视野宽阔采光充足交通便利,盛天果岭 东沟岭,2室1厅,49平米,"11,429元/平",56万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112736260.html
业主诚心出售，环境优美。24小时保安巡逻,一品天下 东沟岭,3室2厅,98平米,"10,919元/平",107万,南其他中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105107604841.html
明秀东路5号线 路建二区 三面采光中间楼层大三房,路建二区 北湖南,3室2厅,119.88平米,"7,925元/平",95万,北简装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105108908498.html
香樟林，花园小区，朝阳商圈，人民公园旁,香樟林 东沟岭,3室2厅,123平米,"9,919元/平",122万,东 南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113038070.html
盛天东郡 4室2厅 南 北,盛天东郡 兴宁东,4室2厅,159.69平米,"11,272元/平",180万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112902579.html
长堽路 嘉印象 次新小区  高层视野好,嘉印象 东沟岭,3室2厅,82平米,"9,513元/平",78万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113777889.html
带露台大三房，采光充足，交通便利，配套设施齐全,澳华花园 东沟岭,3室2厅,115.09平米,"5,648元/平",65万,西北其他中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114207060.html
看山看水，看那考河。视野宽阔大四房,中海九玺 东沟岭,4室2厅,142平米,"11,972元/平",170万,南 北精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105111094248.html
金源一品江山 4室2厅 南 北,金源一品江山 东沟岭,4室2厅,112平米,"10,715元/平",120万,南 北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116253156.html
地铁口旁 红日山湖洋房 居住安静,红日山湖 东沟岭,3室2厅,139.48平米,"12,748元/平",177.8万,北毛坯中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116739633.html
精心打造定制精装、拎包入住，产权清晰，业主诚心出售,南宁绿地城 兴宁东,4室2厅,114.35平米,"6,997元/平",80万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116429726.html
天健世家花园  业主诚心出售，使用面积大达180平,天健世纪花园 东沟岭,5室2厅,136平米,"20,589元/平",280万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113867703.html
嘉和城130平 毛坯5房 视野好 看房方便,嘉和城塞纳右岸•北 兴宁东,5室2厅,130平米,"6,154元/平",80万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115018637.html
房屋装修配套好，业主是做装修设计，房子应该合您心意,中海九玺 东沟岭,3室2厅,87.69平米,"12,317元/平",108万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114987768.html
21年交付的次新小区，物业管理严格。,大唐印象 兴宁东,3室1厅,97平米,"10,310元/平",100万,南精装中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105115768020.html
荣和山水绿城B1组团 小两房 满五唯一,荣和·山水绿城B2组团 北湖南,2室1厅,57平米,"10,176元/平",58万,南其他低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115782434.html
荣和山水绿城，厅出阳台3房，89平89万精装修,荣和·山水绿城A组团 北湖南,3室1厅,89平米,"9,214元/平",82万,南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115871148.html
嘉和城高迪公馆，带车位出售，环境好，地理位置好。,高迪公馆 兴宁东,4室2厅,268平米,"8,023元/平",215万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115279487.html
盛天东郡 4室2厅 南,盛天东郡 兴宁东,4室2厅,138.69平米,"9,374元/平",130万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109443613.html
兴宁东 吾悦广场联发尚筑四房出售 视野好,联发尚筑 东沟岭,4室2厅,120平米,"11,584元/平",139万,西南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105107399182.html
狮山公园地铁口大四房，业主诚心出售,皇龍新城 东沟岭,4室2厅,140平米,"6,858元/平",96万,南 北其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105117106659.html
青秀万达商圈 盛天果岭 温馨三房低总价 刚需客户福音,盛天果岭 东沟岭,3室2厅,86平米,"8,721元/平",75万,南简装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116482941.html
中海国际一期 4室2厅 东南,中海国际一期 东沟岭,4室2厅,89平米,"10,113元/平",90万,东南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116067651.html
金源悦峯 三房两卫 价格可谈，看房滴滴,金源悦峯 东沟岭,3室1厅,77.69平米,"8,753元/平",68万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113946017.html
兴宁区吾悦广场商圈，精装修，高楼层，诚心出售,中海国际一期 东沟岭,4室2厅,89平米,"9,663元/平",86万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114959428.html
东沟岭地铁精装三房，近万达商圈,云星钱隆御景 东沟岭,3室2厅,90.68平米,"10,477元/平",95万,南精装33层 ,https://nn.lianjia.com/ershoufang/105113939150.html
地体五号线 明秀东菜市 南城百货,荣和·山水绿城A组团 北湖南,4室2厅,126平米,"11,508元/平",145万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112676840.html
盛天果岭 标准2房有阳台通燃气 低于市价,盛天果岭 东沟岭,2室2厅,57.5平米,"9,740元/平",56万,南简装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105113646313.html
朝南 采光好  5号线地铁口，楼层适中，无欠款,瀚林美筑 东沟岭,3室2厅,89.85平米,"10,017元/平",90万,南 北精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114497886.html
白鹭后海4房，南北通透，毛坯，中间楼层，,白鹭后海 兴宁东,4室2厅,116平米,"6,725元/平",78万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117094483.html
嘉和城塞纳北岸  毛坯5房   景观优美视野开阔,嘉和城塞纳北岸 兴宁东,5室2厅,135平米,"7,778元/平",105万,南 北毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114733660.html
业主止损，地铁小区，次新房，精装房,兴宁·大唐果 东沟岭,4室2厅,120平米,"10,167元/平",122万,西北 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115291500.html
长堽路 盛天公馆 电梯小户型 业主诚心出售 总价低,盛天公馆 东沟岭,1室1厅,47.5平米,"11,579元/平",55万,南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114906690.html
