标题,位置,房屋类型,面积,单价,总价,介绍,网址
2，3号线地铁 一百米 近靠五象湖公园 五象汇 宜家,合景天汇广场 五象湖,3室2厅,100.09平米,"14,987元/平",150万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111067180.html
采光十足，朝南户型，双地铁线出行，楼下就是万象汇,宝能五象湖一号 五象湖,4室2厅,91.84平米,"11,433元/平",105万,南毛坯中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105110909568.html
南北通透三房视野开阔好品牌好物业,华润二十四城 五象湖,3室2厅,100平米,"18,000元/平",180万,南 北精装高楼层(共45层) ,https://nn.lianjia.com/ershoufang/105113740882.html
建发五象印月，中式园林，洋房带花园带车位学铁商俱全,建发五象印月 五象湖,4室2厅,143平米,"28,672元/平",410万,南其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114786317.html
建工城 大四房出售 配套齐全 采光好 价格美丽,建工城 五象湖,4室2厅,138.08平米,"8,546元/平",118万,南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105109104927.html
印月五象天花板小区，小区环境美观，一步到位,建发五象印月 五象湖,3室2厅,108平米,"23,334元/平",252万,南精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115783661.html
合景天汇广场4-2-1-2 122.00m² 128 万,合景天汇广场 五象湖,4室2厅,122.08平米,"10,240元/平",125万,南其他低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105113212994.html
五象湖，毛坯现房四房，中式园林高品质楼盘,建发五象印月 五象湖,4室2厅,133平米,"23,948元/平",318.5万,南精装中楼层(共19层) ,https://nn.lianjia.com/ershoufang/105114740636.html
锦绣麟城 4室2厅 东南,锦绣麟城 五象湖,4室2厅,125平米,"9,600元/平",120万,东南毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116439295.html
五象湖，精装现房三房，高品质楼盘，圈层好,建发五象印月 五象湖,3室2厅,108平米,"22,000元/平",237.6万,南精装低楼层(共19层) ,https://nn.lianjia.com/ershoufang/105115380550.html
双地铁口，中楼层采光视野好，花园式小区。,合景天汇广场 五象湖,3室2厅,87.51平米,"12,913元/平",113万,南精装中楼层(共49层) ,https://nn.lianjia.com/ershoufang/105111930112.html
南北对流 双阳台视野好 户型方正,锦绣麟城 五象湖,5室2厅,168平米,"10,715元/平",180万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116912265.html
瑞和家园 94平三房东南朝向 精装房 户型好 阳台朝小区,瑞华·瑞和家園 玉洞,3室2厅,94平米,"8,298元/平",78万,东南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115832725.html
万科品质 万科魅力之城精装四房 三中旁,万科魅力之城 五象湖,4室2厅,90平米,"12,556元/平",113万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115343253.html
旭辉湖山樾 精装大3房  楼层好  看房方便,旭辉湖山樾 五象湖,3室1厅,105平米,"14,096元/平",148万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114772090.html
华润二十四城 4室2厅 南 北,华润二十四城 五象湖,4室2厅,126平米,"15,874元/平",200万,南 北其他中楼层(共49层) ,https://nn.lianjia.com/ershoufang/105117028692.html
一梯一户朝南大平层，东户采光明亮，看房方便。,建发五象印月 五象湖,6室2厅,295.6平米,"27,064元/平",800万,南其他高楼层(共19层) ,https://nn.lianjia.com/ershoufang/105116680904.html
湖畔书院毛坯大四房，户型方正，看房方便，产权清晰,湖畔书院 五象湖,3室1厅,120平米,"14,584元/平",175万,南 北毛坯低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114483693.html
精装交房.小区园林好.游泳池.业主食堂,彰泰郡 五象湖,5室2厅,117平米,"9,402元/平",110万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115981086.html
中南紫云集（南区）4-2-1-2 126.00m² 103 万,中南紫云集（南区） 玉洞,4室2厅,126平米,"8,175元/平",103万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110817735.html
五象湖，精装四房 户型方正 诚心出售 随时看房,融创九棠府二期 五象湖,4室2厅,116平米,"10,345元/平",120万,南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115023283.html
龙光玖珑湖二期 3室1厅 南 北,龙光玖珑湖二期 五象湖,3室1厅,89平米,"16,854元/平",150万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116686597.html
五象湖东纯住宅小区，无安置户，距楞塘湖800米,融创九棠府二期 五象湖,4室2厅,116平米,"10,518元/平",122万,南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115679142.html
精装修四房，户型方正，南北都有阳台，居住舒适,融创九棠府二期 五象湖,4室2厅,116平米,"10,776元/平",125万,南精装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105105620661.html
中楼层采光好，朝南面带装修。满五年唯一住房,天誉半岛 五象文旅,3室2厅,91平米,"9,121元/平",83万,北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116408870.html
五象总部基地旁 龙光玖誉湖雅湖 精装4房 全新未入住,龙光玖誉湖雅湖 五象文旅,4室2厅,123.29平米,"9,734元/平",120万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113259972.html
五象总部基地 精装3房 全新未入住 高楼层 视野无遮挡,檀府印象檀逸 五象文旅,3室2厅,98平米,"8,980元/平",88万,南精装高楼层(共45层) ,https://nn.lianjia.com/ershoufang/105114096110.html
五象湖，秀田  2号线东风路站，中南紫云集靓房,中南紫云集（北区） 玉洞,4室2厅,128.59平米,"10,110元/平",130万,东南 南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110050013.html
下楼就是滨江公园空气好楼下地铁四号线邕江万达茂商场,天誉城 五象文旅,1室1厅,30平米,"7,667元/平",23万,东南 南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105107758539.html
万科金域中*/央+精装修未入住+业主诚心出售,万科金域中央二期 玉洞,4室2厅,108平米,"15,278元/平",165万,东南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112677809.html
笋盘 业主急卖 价格优惠 配套齐全,欢乐之家 五象湖,3室2厅,93平米,"7,527元/平",70万,南 北毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114564327.html
满五唯一，免双税。带家具家电，负一车位 拎包入住,万科金域中央一期 玉洞,4室2厅,122平米,"14,755元/平",180万,南精装低楼层(共49层) ,https://nn.lianjia.com/ershoufang/105114999681.html
檀府印象精装全新4房 户型方正 南北通透 周 边配套齐,檀府印象（檀玥） 五象文旅,4室2厅,128.09平米,"10,306元/平",132万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111603963.html
路桥锦绣麟城，2号线地铁口，五象万象汇旁边。。,锦绣麟城 五象湖,4室2厅,129.43平米,"9,967元/平",129万,东南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115248714.html
双地铁口 平良立交站 滨湖路+十 四 五象湖,合景天汇广场 五象湖,3室1厅,89平米,"13,259元/平",118万,南精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105111496584.html
万科双地铁物业 无欠款 双天桃 带车位,万科金域中央二期 玉洞,3室2厅,100平米,"15,800元/平",158万,南其他中楼层(共47层) ,https://nn.lianjia.com/ershoufang/105114322188.html
旁边就是五象湖公园，14中旁边，地铁2，3号线交叉口,龙光天瀛 五象湖,3室2厅,112平米,"21,429元/平",240万,南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111749412.html
苏州园林 诗意如画 宛如走在公园里,盛邦滨江府 五象核心区,5室2厅,143平米,"18,532元/平",265万,南 北毛坯中楼层(共19层) ,https://nn.lianjia.com/ershoufang/105113729164.html
合景天汇广场 3室2厅 东南,合景天汇广场 五象湖,3室2厅,88.2平米,"13,946元/平",123万,东南精装中楼层(共49层) ,https://nn.lianjia.com/ershoufang/105107957198.html
住宅性质的复式楼。一层得二层，房子无抵押，交易快,天誉花园6组团 五象文旅,2室1厅,44.42平米,"8,105元/平",36万,南毛坯低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110414564.html
精装现房 空置没住过 业主好谈,龙光玖珑郡 五象湖,4室2厅,110平米,"11,455元/平",126万,东南精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105111842610.html
五象玉洞 瑞和家园 正规大两房 楼层价 总差低 安静,瑞华·瑞和家園 玉洞,2室1厅,78平米,"8,334元/平",65万,东南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105112583600.html
地铁3号线延长线规划站点（约700米）,阳光城大唐世家 五象湖,3室2厅,90平米,"9,445元/平",85万,东南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112328603.html
采光好 小区环境新 离地铁口近 交通便利,天誉半岛 五象文旅,3室2厅,108平米,"15,000元/平",162万,南精装高楼层(共61层) ,https://nn.lianjia.com/ershoufang/105108456104.html
荣和五象学府，精装四房，未住过，看房方便,荣和·五象学府 五象湖,4室2厅,98平米,"9,898元/平",97万,南 北其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114953636.html
五象南 龙光玖珑郡 精装三房 业主诚心出售,龙光玖珑郡 五象湖,3室1厅,89.3平米,"8,735元/平",78万,南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116095727.html
五象新区 建工城 大都华园  毛坯诚心出售,建工城 五象湖,3室2厅,128.86平米,"6,830元/平",88万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114803193.html
五象南，龙光玖珑郡，精装三房！,龙光玖珑郡 五象湖,3室2厅,89.39平米,"9,286元/平",83万,南 北其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114273226.html
低总价，品牌房企，三房，业主诚心出售，欢迎电询,建工城 五象湖,3室2厅,128平米,"6,875元/平",88万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115868445.html
建工城 3室2厅 南,建工城 五象湖,3室2厅,104.78平米,"6,967元/平",73万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114934890.html
檀府印象（檀熙） 4室2厅 南,檀府印象檀熙 五象湖,4室2厅,143平米,"11,119元/平",159万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115519224.html
五象新区 1毛坯任性装，随时可看 诚心卖,路桥·壮美山湖 五象湖,4室2厅,107平米,"12,150元/平",130万,南 北其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114397992.html
五象南精装四房全新装修未入住 业主诚心出售,荣和·五象学府 五象湖,4室2厅,99.23平米,"9,070元/平",90万,东南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115636980.html
五象湖龙光天瀛3房业主诚心出售,龙光天瀛 五象湖,3室1厅,96平米,"19,271元/平",185万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114731526.html
小区配套齐全，上学方便，业主诚心出售,建工城 五象湖,4室2厅,109平米,"7,065元/平",77万,南 北毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115823302.html
建工城 4室2厅 南,建工城 五象湖,4室2厅,128平米,"6,250元/平",80万,南毛坯低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115560576.html
光明城市雅集苑3房业主诚心出售,光明城市雅集苑 五象湖,3室1厅,98平米,"11,225元/平",110万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114608743.html
一手毛坯房 价格优惠 主干道上,建工城 五象湖,4室2厅,136.81平米,"7,968元/平",109万,东南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114627483.html
采光通风好，楼栋位置好，视野好,荣和·五象学府 五象湖,3室2厅,80平米,"13,125元/平",105万,南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105114667512.html
房子交通方便，家门口就是地铁口 ，无欠款视野无遮挡,锦绣麟城 五象湖,4室2厅,127.62平米,"10,187元/平",130万,南毛坯高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114477563.html
五象南 、房子有看房方便，房子户型好，采光通透,建工城 五象湖,3室2厅,115平米,"10,435元/平",120万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114985435.html
彰泰郡3房诚心出售东南亚风情园林、无边际泳池,彰泰郡 五象湖,3室1厅,104平米,"9,712元/平",101万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115319987.html
五象南 精装修 业主诚心出售 看房随时,荣和五象院子 五象湖,4室2厅,96平米,"10,938元/平",105万,南其他高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115669010.html
建工城 3室2厅 南,建工城 五象湖,3室2厅,120平米,"7,334元/平",88万,南毛坯中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116147545.html
建工家园自带游泳池，篮球场，会所，农贸市场,建工城 五象湖,3室1厅,127平米,"6,693元/平",85万,南毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115527151.html
买一好房，给自己一温暖的家！光明城市雅集苑,光明城市雅集苑 五象湖,4室2厅,149平米,"11,276元/平",168万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112800887.html
五象湖公园旁毛坯四房，高层视野好，小区环境优美,龙光天瀛 五象湖,4室2厅,143平米,"20,280元/平",290万,东南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112610964.html
五象南 龙光玖珑郡 精装三房 业主诚心出售,龙光玖珑郡 五象湖,3室1厅,89.3平米,"8,735元/平",78万,南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116095727.html
双地铁口合景天汇广场 精装三房 诚心出售,合景天汇广场 五象湖,3室2厅,86.55平米,"13,865元/平",120万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113510018.html
欢乐之家 3室2厅 南,欢乐之家 五象湖,3室2厅,92.74平米,"9,166元/平",85万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113362774.html
业主诚意出售 看房提前联系 房子保养很好,宝能五象湖一号 五象湖,4室1厅,96平米,"14,584元/平",140万,东南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105110992079.html
学，铁，商一应俱全，业主诚心出售,合景天汇广场 五象湖,3室2厅,89平米,"14,045元/平",125万,南其他中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105110840754.html
五象南，龙光玖珑郡，精装三房！,龙光玖珑郡 五象湖,3室2厅,89.39平米,"9,286元/平",83万,南 北其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114273226.html
