标题,位置,房屋类型,面积,单价,总价,介绍,网址
万象城旁昌泰大厦丨53平目前出租,昌泰大厦 东盟商务区,1室0厅,53平米,"22,453元/平",119万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115843437.html
维也纳森林 3室1厅 南,维也纳森林 凤岭北,3室1厅,85平米,"16,236元/平",138万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105112630860.html
柳沙高品质小区 小区环境优雅 交通出行方便  诚心出售,华发国宾壹号 柳沙,2室1厅,81.58平米,"16,549元/平",135万,南精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105110723844.html
东盟商务区办公是的好选择，在万象城边，买下好出租,昌泰大厦 东盟商务区,1室0厅,52.7平米,"22,581元/平",119万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115843429.html
一号线凤岭站 楼层高 实用面积大 小区位置好,雅典国际 琅东,1室2厅,51平米,"12,550元/平",64万,南精装低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105108056635.html
全江景房，视野宽阔，滨湖小X，毛坯房！,华发国宾壹号 柳沙,4室1厅,183平米,"22,951元/平",420万,南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112174206.html
房子户型方正，高楼层，视野好，干净整洁,利海亚洲国际B区 东盟商务区,4室2厅,158平米,"14,557元/平",230万,南其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105113158277.html
中房翡翠时光 琅东次新小区配套齐全 地铁口 低密度,中房翡翠时光 琅东,3室2厅,127平米,"12,993元/平",165万,东南毛坯中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114241022.html
凤岭北 +高楼层视野好+双天桃+居住舒适+儿童公园房,吉祥凤景湾 凤岭北,2室2厅,83.42平米,"14,985元/平",125万,南 北精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105106654830.html
石门森林公园旁的越秀路 +三美 中间楼层精装三房,倚林佳园 东盟商务区,3室2厅,134平米,"17,015元/平",228万,南其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114354698.html
琅东站一号线300米，装修保养好，复式楼,雅典国际 琅东,1室1厅,50.57平米,"13,605元/平",68.8万,东精装中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105110461525.html
禧悦都业主精装户型即可拎包入住,禧悦都 凤岭南,3室2厅,76平米,"16,579元/平",126万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113946695.html
1.房子保养好 2.房子产权清晰，宽敞，温馨,凤岭名园 凤岭北,3室2厅,144平米,"12,084元/平",174万,北精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115288450.html
户型采光好，中高楼层视野好，业主诚心出售，精装修,禧悦都 凤岭南,4室2厅,111.84平米,"13,413元/平",150万,南 北其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105108494857.html
凤岭北云景+天桃 高品质小区 此房位于高楼层，视野好,吉祥凤景湾 凤岭北,2室2厅,82.5平米,"16,485元/平",136万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109515109.html
财富国际广场C区 独栋独单元 交通便利 配套成熟,财富国际广场C区 凤岭北,3室1厅,134.32平米,"13,401元/平",180万,南其他低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105113759770.html
吉祥凤景湾一期+精装宽阔大两房,吉祥凤景湾 凤岭北,2室2厅,82平米,"16,098元/平",132万,东南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105223357.html
央企品质   保利精装房   物业绿化好  诚心卖看房方便,禧悦都 凤岭南,3室2厅,88平米,"14,205元/平",125万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114745665.html
东盟商务区倚林佳园 七房业主诚心出售,倚林佳园 东盟商务区,7室2厅,186平米,"16,130元/平",300万,东简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105104456809.html
有钥匙看房 天桃凤岭北 精装修 大阳台,霖峰壹號2组团 凤岭北,3室2厅,89平米,"14,944元/平",133万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116768964.html
柳沙国宾区 滨湖路xiaoxue 交通便利，朝南户型,半岛康城 柳沙,1室1厅,62.66平米,"11,970元/平",75万,东南精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105107315992.html
绿地广场 朝南3房 户型方正 带个车位出售,绿地中央广场 青秀万达,3室2厅,106平米,"16,227元/平",172万,南毛坯低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109198135.html
东盟商务区旁，大唐臻观，两梯两户板楼，安静不靠路边,大唐臻观 琅东,4室2厅,201平米,"20,000元/平",402万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114697104.html
东盟商务区万象城旁边精装修 急售 急售,利海亚洲国际 东盟商务区,1室0厅,35平米,"16,572元/平",58万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109076373.html
恒大苹果园·金色阳光 3室2厅 南 北,恒大苹果园·金色阳光 琅东,3室2厅,123.09平米,"8,125元/平",100万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116500081.html
青秀区，精装三房，业主保养的很好，居住舒适。,城光·俊景 凤岭北,3室2厅,98.8平米,"15,183元/平",150万,西南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105105668992.html
万象城旁边精装修 单间  急售急售,利海亚洲国际B区 东盟商务区,1室1厅,43平米,"15,117元/平",65万,东南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109935117.html
东盟商务区 天健国际公馆  84平   业主急售,天健国际公馆 东盟商务区,2室1厅,84.64平米,"22,449元/平",190万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105109010116.html
五洲国际的三房两厅两卫  户型方正随时看房,五洲国际 东盟商务区,3室2厅,93平米,"17,742元/平",165万,东南 南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105114890386.html
华发国宾壹号 3室2厅 南 西 北,华发国宾壹号 柳沙,3室2厅,87平米,"18,391元/平",160万,南 西 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110810411.html
民族大道万象城盛天地旁 利海亚洲国际1房出售,利海亚洲国际B区 东盟商务区,1室1厅,33.93平米,"18,273元/平",62万,南精装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105110268251.html
带双露台 可种菜 朝南 采光充足常青藤 114平136万,常青藤 仙葫,4室2厅,114平米,"10,527元/平",120万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111835115.html
万象旁，北大附，荣和建，楼下地铁口,荣和·东盟国际 凤岭北,2室2厅,72平米,"15,278元/平",110万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114658778.html
东盟商务区旁，大唐臻观板楼，无增值税，安静不靠路边,大唐臻观 琅东,5室2厅,193平米,"20,104元/平",388万,东南其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105113669092.html
万象城商务区地铁口旁边精装修 诚意出售,利海亚洲国际B区 东盟商务区,1室0厅,32.33平米,"18,559元/平",60万,南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114953019.html
柳沙2023年交房的新小区，阳光城江山璟原，2梯3户,阳光城江山璟原 柳沙,4室2厅,143.92平米,"21,332元/平",307万,南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116703840.html
业主诚心出售，房龄新，采光好，户型通透,恒大苹果园·金色阳光 琅东,3室2厅,128.93平米,"8,532元/平",110万,东南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114475792.html
地铁一号线 财富国际 精装5房 看全景儿童公园,财富国际广场C区 凤岭北,5室2厅,151平米,"13,113元/平",198万,南 北精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115485922.html
东盟财经，地铁口，业主诚心出售。,东盟财经中心 东盟商务区,1室1厅,83平米,"15,422元/平",128万,南 北简装高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105105603671.html
美泉1612 1室1厅 南 北,美泉1612 凤岭北,1室1厅,53平米,"16,982元/平",90万,南 北其他高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105113279629.html
凤岭北成熟片区，双天桃，环境优美，户型方正毛坯3房,荣和·千千树 凤岭北,3室1厅,72.95平米,"17,821元/平",130万,南其他低楼层(共43层) ,https://nn.lianjia.com/ershoufang/105108838035.html
滨江+青山 精装没住过 业主诚心出售,禧悦都 凤岭南,3室2厅,90.08平米,"14,987元/平",135万,东南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113032471.html
稀售大复式 满五唯一 观景效果好 随时看,东盟财经中心 东盟商务区,1室1厅,310平米,"21,936元/平",680万,南毛坯高楼层(共19层) ,https://nn.lianjia.com/ershoufang/105104682620.html
新小区精装大四房未入住中高楼层,禧悦都 凤岭南,4室2厅,132.29平米,"15,119元/平",200万,北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110720265.html
东盟商务区旁 精装3房高楼层 有证 免双税 读书方便,恒大苹果园·东方诗韵 琅东,3室2厅,130平米,"7,693元/平",100万,南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115875015.html
户型格局好，高楼层，精装修，地理优势明显。,利海亚洲国际B区 东盟商务区,1室1厅,69.84平米,"16,896元/平",118万,东南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105108947062.html
百花岭地铁口，爱琴海城市广场，双地铁,华凯·逸悦豪庭二期 凤岭北,2室2厅,89.93平米,"13,900元/平",125万,南简装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105111754482.html
东盟商务区幸福里旁精装修两房诚心售,领世郡1号 东盟商务区,2室1厅,72.96平米,"21,245元/平",155万,南精装中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105113764498.html
业主诚心出售，产权清晰，看房方便，,美泉1612 凤岭北,1室1厅,36平米,"18,889元/平",68万,南其他低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105106719740.html
美路庭园 大平层 业主急售 看房都方便 业主诚心卖,美路庭园 东盟商务区,4室2厅,173平米,"17,226元/平",298万,南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105109880648.html
刚需小户型，总价低，户型好，精装修,招商雍景湾 柳沙,4室2厅,100平米,"14,000元/平",140万,北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111145912.html
这是一套不错的精致方正小户型。,凤岭名园 凤岭北,1室0厅,40.81平米,"15,193元/平",62万,北简装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105107277089.html
业主诚心出售，看房方便，有红本,联发君澜 凤岭北,3室2厅,89平米,"13,484元/平",120万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111173078.html
滨江+青山 禧悦都 全新装修 业主诚心出售,禧悦都 凤岭南,4室2厅,101平米,"14,852元/平",150万,南 北其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113757999.html
凤岭北，航洋旁，双凤翔，房子保养好,城市印象 凤岭北,2室2厅,93.01平米,"13,977元/平",130万,东南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113745606.html
公园景观大平层，高楼层，南北双阳台，看房方便,荣和公园尊府 凤岭北,5室2厅,336平米,"24,405元/平",820万,南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112049057.html
唐樾青山 4室2厅 东南,唐樾青山 琅东,4室2厅,199平米,"20,604元/平",410万,东南其他中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113467740.html
青秀山旁 苹果园金色阳光 4房 总价低,恒大苹果园·金色阳光 琅东,5室2厅,178.78平米,"7,440元/平",133万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105113402532.html
东盟商圈区+地铁一号线+南北对流+交通便利,领世郡1号 东盟商务区,5室2厅,175平米,"14,858元/平",260万,南毛坯低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105104343299.html
绿地好房出售 商圈成熟 房子靓 采光好 业主诚心出售,绿地中央广场 青秀万达,1室1厅,50.76平米,"13,397元/平",68万,南精装高楼层(共9层) ,https://nn.lianjia.com/ershoufang/105108438078.html
东盟商务区，两梯两户板楼，业主诚心卖房，看房方便,大唐臻观 琅东,4室2厅,171.76平米,"20,960元/平",360万,东南其他中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105114515983.html
好房推荐 70年住宅性质商铺 可贷款30年,联盟新城 东盟商务区,1室1厅,44平米,"31,819元/平",140万,东简装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105105000758.html
高楼层采光通风好，视野开阔，品质小区繁华地段,耀凯凤岭1号 东盟商务区,3室2厅,123平米,"18,700元/平",230万,南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105113873554.html
东盟商务区旁， 精装低总价3房，读书方便,恒大苹果园·金色阳光 琅东,3室2厅,88.09平米,"9,650元/平",85万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115431845.html
琅东客运站旁，精装大三房，距离一号线地铁不到一公里,飞扬世代 琅东,3室2厅,116.33平米,"7,307元/平",85万,北简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110722442.html
东盟商务区旁，大唐臻观，两梯两户板楼，安静不靠路边,大唐臻观 琅东,4室2厅,171平米,"22,808元/平",390万,南毛坯高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105116195780.html
民族大道地铁凤岭站口 凤岭新新家园 一梯两户 精装,凤岭·新新家园C区 凤岭北,3室2厅,140平米,"13,572元/平",190万,东南 南精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112054207.html
东盟商务区，大唐臻观，两梯两户板楼，安静不靠路边,大唐臻观 琅东,4室2厅,172平米,"20,349元/平",350万,东南其他低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105113324770.html
邕江旁 南国大厦 电梯1房 业主诚心出售,南国大厦 柳沙,1室1厅,53.67平米,"8,012元/平",43万,南简装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105112054286.html
品质花园小区药用植物园旁，旁边万科加持,荣和悦澜山 凤岭北,4室2厅,92平米,"16,305元/平",150万,南精装低楼层(共49层) ,https://nn.lianjia.com/ershoufang/105114775841.html
邕江旁 南国大厦 青秀山 地铁三号线,南国大厦 柳沙,1室1厅,54.32平米,"7,548元/平",41万,东南其他低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105109044619.html
凤岭北，云景路旁的保利物业，保利童心缘,保利·童心缘 凤岭北,3室2厅,91平米,"14,286元/平",130万,南简装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105106041273.html
