标题,位置,房屋类型,面积,单价,总价,介绍,网址
大学东路 5+1线地铁 精装 无欠 随时过户 有车wei,瀚林·御景 西大,3室1厅,88平米,"11,932元/平",105万,南 北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112981209.html
广西大学 北大路近1+5号地铁 精装3房,瀚林·御景 西大,3室2厅,93平米,"11,291元/平",105万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111878626.html
西大旁高品质4房！全新装修，配套成熟，业主诚心卖！,阳光城·檀悦 西大,4室2厅,108平米,"13,889元/平",150万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110340645.html
朝阳商圈精装房业主改善换房出售价格便宜,台湾街·桃园居 西大,2室2厅,78.17平米,"12,537元/平",98万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112687288.html
欲说还休，却道“天凉好个秋”。。,时代天骄 西大,1室1厅,38平米,"9,211元/平",35万,南精装低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105110209634.html
龙光品质三房，单价9000多，近地铁公园，方便看房,龙光·水悦龙湾 西大,3室2厅,131.8平米,"8,726元/平",115万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110119117.html
西乡塘区 明秀西路 水悦龙湾3居室 毛坯 近5号地铁,龙光·水悦龙湾 西大,3室1厅,113.8平米,"11,073元/平",126万,北毛坯高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110549391.html
百里秀美邕江畔，又近新秀公园，地铁口，精装大二房,龙光·水悦龙湾 西大,2室2厅,80.56平米,"9,310元/平",75万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110051992.html
西大商圈 明秀西路，5号地铁精装保养好 还有车位,龙光·水悦龙湾 西大,4室2厅,137.63平米,"11,626元/平",160万,东南精装低楼层(共42层) ,https://nn.lianjia.com/ershoufang/105111697384.html
西大双地铁。时代天骄。精装单间拎包入住,时代天骄 西大,1室1厅,36.61平米,"11,200元/平",41万,南简装低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105109537989.html
西大商圈 一房出售 近地铁一 五号线,时代天骄 西大,1室0厅,38.92平米,"8,993元/平",35万,南其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105113875143.html
台湾街 龙腾路 近新秀公园 精装2+1房 拎包可人住,台湾街·桃园居 西大,2室1厅,78.35平米,"10,849元/平",85万,东南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109504904.html
同和华彩上湾 3室2厅 北,同和华彩上湾 心圩区,3室2厅,117.78平米,"5,859元/平",69万,北精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105117115383.html
春水初生绿似苔  一支红杏出墙来,廣鑫居 西大,3室2厅,102.2平米,"6,830元/平",69.8万,南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105117040536.html
花卉公园旁精装小两房 保养好万达配套,花卉公园小区 西大,2室2厅,72.3平米,"5,671元/平",41万,东南精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114471998.html
西建水岸华府 3室2厅 南,西建水岸华府 心圩区,3室2厅,126平米,"6,270元/平",79万,南简装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116762317.html
北湖老城区低总价两房带杂物房诚意出售,秀湖花園南区 北湖南,2室2厅,64平米,"5,625元/平",36万,南 北简装低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105115870053.html
西大商圈 火炬路楼梯两房 楼下每天红红火火,富达花园 西大,2室2厅,70.86平米,"5,504元/平",39万,东南其他低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116322469.html
笋盘.5号线.西大东门商圈.急售房源.,万汇华府 西大,2室2厅,65平米,"8,847元/平",57.5万,南简装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117061375.html
北湖北路学 荣和物业 成熟商圈，农贸市场，地铁口小区,MOCO荣和摩客社区 北湖南,3室2厅,78.61平米,"10,177元/平",80万,北 东北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116501470.html
南宁市郊区人民政府宿舍 3室2厅 南 北,南宁市郊区人民政府宿舍 西大,3室2厅,98平米,"6,021元/平",59万,南 北简装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116235615.html
莱茵鹭湖四房，中楼层，证在手，产权清晰，费用各付,人和莱茵鹭湖 心圩区,4室2厅,89平米,"8,371元/平",74.5万,北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116713234.html
天域香格里拉 朝南的中楼层一居室,天域·香格里拉 西大,1室1厅,48平米,"6,667元/平",32万,南简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112142576.html
澜月府精装4房朝南，有视频，户型方正，采光充足,澜月府 安吉,4室2厅,116平米,"9,483元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115666989.html
保利爱琴海朝南，公园式绿化，物业管理好,保利爱琴海 北湖北,3室2厅,77.9平米,"8,473元/平",66万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117198211.html
唐山路50号住宅小区 2室1厅 南,唐山路50号住宅小区 北湖南,2室1厅,45平米,"4,445元/平",20万,南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105117045597.html
1号线清川站500米 146平精装修4房 清川小敩 双公园,长线局小区 心圩区,4室1厅,144平米,"7,987元/平",115万,南 北简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117274397.html
安吉万达精装4房，2，3号线双地铁，安吉万达,大唐天悦 北湖北,4室2厅,113.77平米,"8,263元/平",94万,东南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116735692.html
保利大品牌公园式绿化地铁口公园房,保利爱琴海 北湖北,3室2厅,80平米,"8,750元/平",70万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116326235.html
万象华府，户型方正，楼层视野好,华润万象华府 北湖南,3室2厅,97平米,"12,372元/平",120万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117144643.html
瀚林新城  有露台  秀田  邕江畔永和桥北配套齐,瀚林新城 朝阳,3室2厅,94.04平米,"8,890元/平",83.6万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117038149.html
地铁口 安吉万达旁 花卉公园 四面采光 随时可看,澜月府 安吉,3室2厅,93.32平米,"9,323元/平",87万,东南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116769447.html
西大附属 丽园小区 三房两卫 业主诚售,丽园小区 西大,4室2厅,126平米,"11,508元/平",145万,南简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116445570.html
朝阳商圈 近民生广场 装修好3房,瀚林新城 朝阳,3室2厅,95.77平米,"8,563元/平",82万,东南简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117118071.html
天域香格里拉拎包入户享受美好生活,天域·香格里拉 西大,1室1厅,46.81平米,"11,109元/平",52万,南简装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105106949946.html
昌泰尊府 3室2厅 南,昌泰尊府 北湖南,3室2厅,101平米,"10,000元/平",101万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117350331.html
龙腾路 台湾街 舒适精装3房 有车位,台湾街宜兰湾 西大,3室2厅,124.85平米,"8,811元/平",110万,南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105103838066.html
水街，一中门口，单位两房，总价27万，有门禁停车位,新阳北一路2号 朝阳,2室1厅,58.89平米,"4,246元/平",25万,东南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116758064.html
西大朝阳商圈，成熟地段，配套完善，价格实惠！,新阳国际小区 西大,3室2厅,115平米,"6,261元/平",72万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106906546.html
此房户型方正 保养好 双地铁口  电梯小户型,丰业·柠檬宿 北湖南,1室1厅,41.76平米,"6,466元/平",27万,南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117304709.html
户型方正，楼栋视野好，合适刚需，产权清，采光好,城市碧园 西大,1室1厅,44.85平米,"8,250元/平",37万,东南简装低楼层(共14层) ,https://nn.lianjia.com/ershoufang/105106173702.html
西大圈  准新精装3房  价格美丽   双地铁口,天健城 西大,3室2厅,102.85平米,"9,918元/平",102万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117085205.html
西大地铁口 1号线 大三房 单价便宜,百汇华庭 西大,3室2厅,136.48平米,"8,427元/平",115万,东南简装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105104625509.html
西大旁品质精装四房，全新装修交付，业主诚意出售！,阳光城·檀悦 西大,4室2厅,109.2平米,"11,447元/平",125万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113101205.html
户型房子，高楼层，保养好，视野宽阔，适合长期居住,建安公司宿舍 西大,2室1厅,62平米,"9,678元/平",60万,南 北简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105105933862.html
安得广厦千万间，大庇天下寒士俱欢颜,安吉公务员小区 西大,3室2厅,104.7平米,"7,622元/平",79.8万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117286547.html
天域香格里拉 标准两房 中高层 通风好视野佳 诚心出售,天域·香格里拉 西大,2室2厅,83.32平米,"10,022元/平",83.5万,东南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105109939721.html
建发鼎华北大珑廷 2室2厅 西,建发鼎华北大珑廷 西大,2室2厅,61.64平米,"8,274元/平",51万,西其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105116713607.html
130万带车位出售，心圩江江景房，价格可谈，大三房,盛天尚都 西大,3室2厅,130平米,"8,462元/平",110万,北 南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110958741.html
瀚林新城带露台三房！业主急卖，产权清晰，可议价！,瀚林新城 朝阳,3室1厅,98平米,"7,960元/平",78万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117194463.html
阳台朝南向，楼下地铁一号线、南宁百货，靠西大,世贸西城 西大,3室2厅,112平米,"9,643元/平",108万,东南简装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105108052475.html
瀚林新城 老城朝阳商圈 邕江畔永和桥北 综合配套齐全,瀚林新城 朝阳,3室2厅,96平米,"8,959元/平",86万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116537640.html
买下即收租 西西湾 广西大学东门成熟商圈 出行便利,西西湾 西大,2室0厅,82.5平米,"5,819元/平",48万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110382124.html
业主诚心出售，交通便利，近地铁，近公园,城市碧园 西大,1室0厅,58.18平米,"7,219元/平",42万,东简装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105108686693.html
西大正门精致三房拎包入住一号线就在楼下,嘉州华都 西大,3室2厅,120平米,"7,334元/平",88万,北精装中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105108158882.html
复式楼中楼  精装修  随时过户  看房方便,瀚林新城 朝阳,4室1厅,84平米,"13,096元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107168237.html
1号地铁口，精装楼中楼（锦绣豪庭），有大露台杂物房,锦绣豪庭 西大,5室2厅,126平米,"12,699元/平",160万,南精装高楼层(共14层) ,https://nn.lianjia.com/ershoufang/105107355765.html
安静优雅，老城区，配套齐全，适合居住,锦绣豪庭 西大,2室1厅,88平米,"9,091元/平",80万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105109160947.html
时代家园，毛坯房，新小区，环境好，随时可以看房,时代家园 西大,4室1厅,119平米,"11,345元/平",135万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105107522865.html
市中 心朝南两房 近江 自住或婚前个人财产借宜,台湾街宜兰湾 西大,2室2厅,71.41平米,"10,223元/平",73万,东南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105109846950.html
天域香格里拉  朝小区花园小户型诚意出售 高层视野佳,天域·香格里拉 西大,1室0厅,41平米,"10,244元/平",42万,东南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105107081194.html
台湾街宜兰湾精装3房电梯高层采光通风好,台湾街宜兰湾 西大,3室1厅,93平米,"10,753元/平",100万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110470390.html
业主诚心卖 产权清晰 低于成交价,世贸西城 西大,2室2厅,89平米,"6,742元/平",60万,东南简装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109630897.html
业主诚心出售，交通便利，近地铁，近公园,世贸西城 西大,1室0厅,26平米,"9,077元/平",23.6万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105107279840.html
此房通风、采光楼层好，视野宽阔，设施配套齐全。,正恒国际 西大,2室2厅,87平米,"13,334元/平",116万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109609672.html
天大地大何出世家，欢迎回家 v,锦绣豪庭 西大,3室2厅,115平米,"7,305元/平",84万,南 北简装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111160435.html
西大商圈，双地铁，钥匙在手，随时看房,城市碧园 西大,3室2厅,100平米,"10,000元/平",100万,南其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105109232495.html
锦绣豪庭3房诚意出售 免双税 看房方便,锦绣豪庭 西大,3室2厅,89平米,"10,450元/平",93万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108207584.html
天域香格里拉 标准1房1厅诚意出售 朝小区花园,天域·香格里拉 西大,1室1厅,48.38平米,"9,302元/平",45万,东南简装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105106921708.html
北大路 梦泽园小区 大三房 看房方便 拎包入住,梦泽园 西大,3室2厅,126平米,"7,778元/平",98万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113040596.html
新阳国际小区 2室2厅 南 北,新阳国际小区 西大,2室2厅,78.56平米,"6,874元/平",54万,南 北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113181948.html
广西大学地铁口 毛坯刚需小户型 有证,洋浦星 西大,2室1厅,76.03平米,"14,205元/平",108万,北 南其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113174534.html
衡阳+18 单位大院 地铁口  价格可以谈 随时过户,粮运汽修厂宿舍 西大,3室2厅,92.08平米,"9,992元/平",92万,南精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113992753.html
业主诚心出售，交通便利，近地铁，近公园,城市碧园 西大,1室0厅,58.18平米,"7,219元/平",42万,东简装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105108686693.html
西大正门精致三房拎包入住一号线就在楼下,嘉州华都 西大,3室2厅,120平米,"7,334元/平",88万,北精装中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105108158882.html
复式楼中楼  精装修  随时过户  看房方便,瀚林新城 朝阳,4室1厅,84平米,"13,096元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107168237.html
