标题,位置,房屋类型,面积,单价,总价,介绍,网址
五象东 万达茂商圈 龙岗大唐果 大三房出售 读书便利,大唐果(邕宁区) 龙岗,3室2厅,121平米,"7,852元/平",95万,东南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105960644.html
龙岗精装3房，诚意出售，南北对流，视野开阔,世茂茂御府 龙岗,3室2厅,89平米,"10,675元/平",95万,南简装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111247696.html
世茂茂御府精装3房 自住 保养好,世茂茂御府 龙岗,3室2厅,89.9平米,"11,124元/平",100万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109532218.html
高楼层，采光通风俱佳，户型得房率高,中铁江湾山语城 龙岗,5室2厅,148平米,"20,068元/平",297万,南 北其他高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105109501410.html
龙岗世茂茂御府 楼层高 采光好 精致三房,世茂茂御府 龙岗,3室2厅,80平米,"11,875元/平",95万,东南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106387833.html
世茂茂御府 2室1厅 东南,世茂茂御府 龙岗,2室1厅,68.1平米,"10,720元/平",73万,东南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111558305.html
洋房社区低密度，户型方正南北连通，小高层得房率高,中铁江湾山语城 龙岗,3室2厅,77.17平米,"12,959元/平",100万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113926299.html
310平底复，带花园，地下室。上下3层,中铁江湾山语城 龙岗,5室3厅,310平米,"11,291元/平",350万,南 北其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105109934646.html
一线江景 楼中楼 视野好 可使用面积大  使用率高,中铁江湾山语城 龙岗,5室3厅,213.05平米,"14,786元/平",315万,南 北毛坯高楼层(共9层) ,https://nn.lianjia.com/ershoufang/105113891560.html
五象东精装3房诚意出售，南北对流，装修保养好,世茂茂御府 龙岗,3室2厅,89平米,"11,798元/平",105万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109996451.html
万达茂旁 近江边 小高层 一梯两户 精准全新未入住,万科金域滨江 龙岗,4室2厅,143平米,"12,588元/平",180万,南 北其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116684411.html
2+1房，通风透气，采光十足，户型方正，楼层好,大唐盛世 龙岗,3室2厅,77平米,"9,611元/平",74万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107993473.html
民中精装朝南大三房楼层好 带产权车位,君华•锦云 龙岗,3室2厅,108平米,"8,334元/平",90万,南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105110912622.html
大唐盛世二区，毛坯大4房，低楼层，单价7666,大唐盛世 龙岗,4室2厅,140.89平米,"7,098元/平",100万,南 东南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113043610.html
五象东 龙岗 近4号线 大唐盛世 舒适4室 有证,大唐盛世 龙岗,4室2厅,123平米,"8,781元/平",108万,东南 南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106240588.html
君华•锦云 4室1厅 南,君华•锦云 龙岗,4室1厅,108平米,"8,334元/平",90万,南毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113952929.html
大唐盛世 89平三房 业主急卖,大唐盛世 龙岗,4室2厅,89平米,"10,113元/平",90万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111336017.html
采光十足，户型方正 诚心出售。红本在手。,大唐盛世 龙岗,4室2厅,116.89平米,"8,812元/平",103万,东毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110261132.html
五象龙岗 民中  毛坯现房 有证 看房方便,君华•锦云 龙岗,3室2厅,101.5平米,"9,656元/平",98万,南 北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112776668.html
大唐盛世+户型方正+万达购物广场+地铁口,大唐盛世 龙岗,2室1厅,92平米,"9,022元/平",83万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113068176.html
二区毛坯4房，有车位价格适合一起卖,君华•锦云 龙岗,2室1厅,108平米,"9,260元/平",100万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113925722.html
五象东大唐盛世品质大盘好房推荐,大唐盛世 龙岗,3室2厅,122.59平米,"8,566元/平",105万,南 北精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111004984.html
一线江景房 南 北 朝向 采光通风很好,君华•锦云 龙岗,3室2厅,98平米,"7,143元/平",70万,北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105108784485.html
业主诚心出售，大阳台房子采光通风好。,君华•锦云 龙岗,2室1厅,98.6平米,"9,230元/平",91万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113921928.html
大唐盛世，业主诚心出售精装房，中间楼层,大唐盛世 龙岗,3室2厅,123平米,"8,944元/平",110万,东南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114318828.html
3房 采光足，    交通便利,大唐盛世 龙岗,3室2厅,124平米,"8,871元/平",110万,南 西南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114301814.html
满二，无抵押，全新未入住，中高层，业主好说话,新城悦隽风华 龙岗,4室2厅,114.72平米,"9,415元/平",108万,南其他高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113175004.html
龙域香醍半岛 3室2厅 南,龙域香醍半岛 龙岗,3室2厅,88平米,"8,182元/平",72万,南毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105109174775.html
万达茂旁，新城悦隽风华，精装4房，中间楼层，看小区,新城悦隽风华 龙岗,4室2厅,115平米,"10,000元/平",115万,南 北精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105114783580.html
万达茂旁精装4房，看小区园林，诚心出售,新城悦隽风华 龙岗,4室2厅,115平米,"9,218元/平",106万,东南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115971400.html
邕江旁+万达茂商圈，全新未入住大四房，带装修,新城悦隽风华 龙岗,4室2厅,127.97平米,"8,987元/平",115万,西南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105110765419.html
全新装修 未入住 配套齐全 小区全新,新城悦隽风华 龙岗,3室2厅,99.77平米,"11,226元/平",112万,南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105112213354.html
万达茂旁精装三房，家具齐全，拎包入住，中间楼层,新城悦隽风华 龙岗,3室2厅,99平米,"10,809元/平",107万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105108806882.html
满二，无抵押，全新未入住，业主诚心出售,新城悦隽风华 龙岗,3室2厅,99平米,"10,809元/平",107万,南 北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113111628.html
新城悦隽风华小区环境好，满二，精装，楼层好,新城悦隽风华 龙岗,4室2厅,115平米,"8,870元/平",102万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114189194.html
五象新区装修四房带两个产权车位业主成心出售,新城悦隽风华 龙岗,4室2厅,128平米,"10,938元/平",140万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113145030.html
房子产权清晰，新房未入住过，有钥匙随时看房。,新城悦隽风华 龙岗,4室2厅,120平米,"12,500元/平",150万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115725337.html
万达茂旁，全新未入住，南北双阳台四房,新城悦隽风华 龙岗,4室2厅,114.84平米,"10,885元/平",125万,东南其他高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105110760908.html
五象龙岗毛胚3房，楼层高，视野开阔,万丰新新传说 龙岗,3室2厅,88.33平米,"8,491元/平",75万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107299998.html
万达茂旁，中间楼层，视野宽阔，采光充足，交通便利,新城悦隽风华 龙岗,4室2厅,115平米,"8,696元/平",100万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114745677.html
满二，全新未入住，中高楼层，两梯四户,新城悦隽风华 龙岗,3室2厅,99平米,"12,122元/平",120万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113098433.html
五象龙岗 新新传说毛坯3房 出小区门菜市场,万丰新新传说 龙岗,3室2厅,85.02平米,"7,999元/平",68万,东南毛坯中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109149137.html
业主急售，精装大三房大阳台高楼层‘视野好，拎包入住,万达茂·御峰国际 五象文旅,3室2厅,105平米,"9,524元/平",100万,南其他中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105113023643.html
五象龙岗毛坯三房，无欠款，有证有钥匙随时看房,万丰新新传说 龙岗,3室2厅,97平米,"7,011元/平",68万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106104516.html
新社区 配套齐全 环境舒适 坐拥万达茂,新城悦隽风华 龙岗,3室2厅,100平米,"10,500元/平",105万,东南精装中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105111754370.html
君华•锦云 3室1厅 南,君华•锦云 龙岗,3室1厅,98平米,"8,113元/平",79.5万,南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113925560.html
龙域香醍半岛 3室1厅 北,龙域香醍半岛 龙岗,3室1厅,77.51平米,"7,483元/平",58万,北精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114399263.html
龙域香醍半岛 3室2厅 南,龙域香醍半岛 龙岗,3室2厅,83平米,"7,832元/平",65万,南其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115451262.html
业主诚心卖房，南北对流，前后阳台，户型好,龙域香醍半岛 龙岗,3室2厅,83平米,"7,832元/平",65万,东南毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113771910.html
精装交付，全新未入住，诚意出售，买房顺车位,万科金域滨江 龙岗,3室1厅,95平米,"11,579元/平",110万,东南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113874416.html
已满二，阳台无遮挡，业主急售，价格可谈,万科金域滨江 龙岗,3室1厅,95平米,"11,579元/平",110万,南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114008827.html
想找大露台的不要错过，平层住出别墅感，种菜都没问题,万科金域滨江 龙岗,3室2厅,95平米,"12,000元/平",114万,东南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110947724.html
五象东 龙岗 天地明珠毛坯房  江边公园,中铁交通天地明珠 龙岗,4室2厅,143平米,"10,000元/平",143万,南毛坯低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105109294800.html
大唐果(邕宁区) 3室2厅 南,大唐果(邕宁区) 龙岗,3室2厅,89.9平米,"7,787元/平",70万,南毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115771289.html
满二，带车位，全新未入住，中间楼层，业主诚心出售,万科金域滨江 龙岗,4室1厅,143平米,"12,588元/平",180万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114008979.html
万达茂旁 3房2卫 大平层洋房 万科开发商,万科金域滨江 龙岗,3室2厅,95.8平米,"10,961元/平",105万,南 北其他高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114634998.html
无抵押，满二，中高层采光好，小区中间楼栋位置,万科金域滨江 龙岗,3室1厅,95平米,"11,053元/平",105万,南其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114008697.html
有证 小高层 带两个产权车位 近江边,万科金域滨江 龙岗,5室2厅,189.9平米,"23,697元/平",450万,东南其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115395728.html
万达茂旁，通风采光品质好。精装修交付，户型方正采光,万科金域滨江 龙岗,4室2厅,142平米,"12,677元/平",180万,南其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116574847.html
万达茂旁 精装拎包入住  万科开发商,万科金域滨江 龙岗,3室2厅,95平米,"11,053元/平",105万,南精装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114508127.html
诚心出售，看房方便，欢迎大家品鉴,万科金域滨江 龙岗,4室2厅,121平米,"10,992元/平",133万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112845679.html
两梯两户洋房。全新精装大四房，,万科金域滨江 龙岗,4室2厅,142平米,"15,493元/平",220万,南精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105108822458.html
小高层，采光好，全新精装房，近江边,万科金域滨江 龙岗,4室2厅,140.17平米,"11,772元/平",165万,东南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112153044.html
万科精装房，物业好，户型方正3房,万科金域滨江 龙岗,3室2厅,95平米,"11,579元/平",110万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111851372.html
万科品质，四房两卫朝南大阳台，诚心出售,万科金域滨江 龙岗,4室2厅,121平米,"11,124元/平",134.6万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112845864.html
万科金域滨江 3室1厅 东南,万科金域滨江 龙岗,3室1厅,95平米,"11,369元/平",108万,东南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114905469.html
业主急售，满二，全新未入住，朝南看小区园林,万科金域滨江 龙岗,3室1厅,95平米,"11,053元/平",105万,南其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114008329.html
横厅大阳台，全新精装，朝小区花园，合适养老,万科金域滨江 龙岗,4室2厅,120平米,"11,084元/平",133万,北其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105110836058.html
急卖，已满二，配家电家具，朝南4房，拎包入住，万科,万科金域滨江 龙岗,4室2厅,118平米,"11,441元/平",135万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111017944.html
大唐盛世 4室1厅 东南,大唐盛世 龙岗,4室1厅,142.18平米,"8,441元/平",120万,东南毛坯低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105114045113.html
高品质装修，真正的拎包入住，全屋家具家电所见所得,万科金域滨江 龙岗,3室2厅,95平米,"11,579元/平",110万,东南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111189877.html
配套设施齐全，交通便利，采光充足,大唐世家三区 蒲庙,3室2厅,89平米,"8,427元/平",75万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105509053.html
万达茂御江国际，业主诚心出售，带大露台，随时可过户,万达茂·御江国际 五象文旅,4室2厅,135.87平米,"9,053元/平",123万,南 北简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115169781.html
万达茂商圈 御峰3个大阳台毛坯江景房，采光通风视野好,万达茂·御峰国际 五象文旅,4室2厅,143平米,"9,791元/平",140万,南毛坯低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105115748881.html
龙岗东好房，精装四房，拎包入住，生活便利,大唐世家三区 蒲庙,4室2厅,107.36平米,"8,942元/平",96万,东北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114479245.html
"南宁万达茂御峰国际毛坯三房，朝南户型,",万达茂·御峰国际 五象文旅,3室2厅,89平米,"8,765元/平",78万,南其他低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105112704981.html
小高层，江景房，毛坯房，滨江公园围绕，满五不唯一,万达茂·御江国际 五象文旅,4室2厅,120.86平米,"9,929元/平",120万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111044059.html
